"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"NC","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.823","","10/01/2014","09/30/2015"
"ND","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.051","","10/01/2014","09/30/2015"
"NE","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.182","","10/01/2014","09/30/2015"
"NH","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.828","","10/01/2014","09/30/2015"
"NJ","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.828","","10/01/2014","09/30/2015"
"NM","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.476","","10/01/2014","09/30/2015"
"NV","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.289","","10/01/2014","09/30/2015"
"NY","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.337","","10/01/2014","09/30/2015"
"OH","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.919","","10/01/2014","09/30/2015"
"OK","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.976","","10/01/2014","09/30/2015"
"OR","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.786","","10/01/2014","09/30/2015"
"PA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.015","","10/01/2014","09/30/2015"
"PR","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"RI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.102","","10/01/2014","09/30/2015"
"SC","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.997","","10/01/2014","09/30/2015"
"SD","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.522","","10/01/2014","09/30/2015"
"TN","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.828","","10/01/2014","09/30/2015"
"TX","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.920","","10/01/2014","09/30/2015"
"UT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.113","","10/01/2014","09/30/2015"
"VA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.076","","10/01/2014","09/30/2015"
"VI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.045","","10/01/2014","09/30/2015"
"VT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","2.121","","10/01/2014","09/30/2015"
"WA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.166","","10/01/2014","09/30/2015"
"WI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.967","","10/01/2014","09/30/2015"
"WV","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.386","","10/01/2014","09/30/2015"
"WY","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.741","","10/01/2014","09/30/2015"
"AK","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","2.494","","10/01/2014","09/30/2015"
"AL","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.017","","10/01/2014","09/30/2015"
"AR","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.092","","10/01/2014","09/30/2015"
"AS","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"AZ","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.399","","10/01/2014","09/30/2015"
"CA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.228","","10/01/2014","09/30/2015"
"CO","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.055","","10/01/2014","09/30/2015"
"CT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.475","","10/01/2014","09/30/2015"
"DC","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.979","","10/01/2014","09/30/2015"
"DE","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.855","","10/01/2014","09/30/2015"
"FL","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.998","","10/01/2014","09/30/2015"
"GA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.158","","10/01/2014","09/30/2015"
"GU","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"HI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.446","","10/01/2014","09/30/2015"
"IA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.382","","10/01/2014","09/30/2015"
"ID","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.464","","10/01/2014","09/30/2015"
"IL","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.016","","10/01/2014","09/30/2015"
"IN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.252","","10/01/2014","09/30/2015"
"KS","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.714","","10/01/2014","09/30/2015"
"KY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.265","","10/01/2014","09/30/2015"
"LA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.046","","10/01/2014","09/30/2015"
"MA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.212","","10/01/2014","09/30/2015"
"MD","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2014","09/30/2015"
"ME","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.682","","10/01/2014","09/30/2015"
"MI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.174","","10/01/2014","09/30/2015"
"MN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.355","","10/01/2014","09/30/2015"
"MO","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.990","","10/01/2014","09/30/2015"
"MP","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"MS","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.840","","10/01/2014","09/30/2015"
"MT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.193","","10/01/2014","09/30/2015"
"NC","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.929","","10/01/2014","09/30/2015"
"ND","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.529","","10/01/2014","09/30/2015"
"NE","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.497","","10/01/2014","09/30/2015"
"NH","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.138","","10/01/2014","09/30/2015"
"NJ","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.947","","10/01/2014","09/30/2015"
"NM","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.930","","10/01/2014","09/30/2015"
"NV","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.562","","10/01/2014","09/30/2015"
"NY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.440","","10/01/2014","09/30/2015"
"OH","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.010","","10/01/2014","09/30/2015"
"OK","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.158","","10/01/2014","09/30/2015"
"OR","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.960","","10/01/2014","09/30/2015"
"PA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.109","","10/01/2014","09/30/2015"
"PR","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"RI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.522","","10/01/2014","09/30/2015"
"SC","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.163","","10/01/2014","09/30/2015"
"SD","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","2.038","","10/01/2014","09/30/2015"
"TN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.949","","10/01/2014","09/30/2015"
"TX","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.995","","10/01/2014","09/30/2015"
"UT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.403","","10/01/2014","09/30/2015"
"VA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.218","","10/01/2014","09/30/2015"
"VI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","3.454","","10/01/2014","09/30/2015"
"VT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","2.958","","10/01/2014","09/30/2015"
"WA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.342","","10/01/2014","09/30/2015"
"WI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.120","","10/01/2014","09/30/2015"
"WV","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.693","","10/01/2014","09/30/2015"
"WY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.465","","10/01/2014","09/30/2015"
"AK","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.306","","10/01/2014","09/30/2015"
"AL","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.751","","10/01/2014","09/30/2015"
"AR","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.708","","10/01/2014","09/30/2015"
"AS","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"AZ","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.086","","10/01/2014","09/30/2015"
"CA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.082","","10/01/2014","09/30/2015"
"CO","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.746","","10/01/2014","09/30/2015"
"CT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.065","","10/01/2014","09/30/2015"
"DC","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.386","","10/01/2014","09/30/2015"
"DE","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.087","","10/01/2014","09/30/2015"
"FL","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.854","","10/01/2014","09/30/2015"
"GA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.928","","10/01/2014","09/30/2015"
"GU","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"HI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.687","","10/01/2014","09/30/2015"
"IA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.946","","10/01/2014","09/30/2015"
"ID","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.826","","10/01/2014","09/30/2015"
"IL","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.815","","10/01/2014","09/30/2015"
"IN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.966","","10/01/2014","09/30/2015"
"KS","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.209","","10/01/2014","09/30/2015"
"KY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.941","","10/01/2014","09/30/2015"
"LA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.746","","10/01/2014","09/30/2015"
"MA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.930","","10/01/2014","09/30/2015"
"MD","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2014","09/30/2015"
"ME","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.013","","10/01/2014","09/30/2015"
"MI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.953","","10/01/2014","09/30/2015"
"MN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.017","","10/01/2014","09/30/2015"
"MO","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.748","","10/01/2014","09/30/2015"
"MP","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"MS","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.516","","10/01/2014","09/30/2015"
"MT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.524","","10/01/2014","09/30/2015"
"NC","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.727","","10/01/2014","09/30/2015"
"ND","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.695","","10/01/2014","09/30/2015"
"NE","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.920","","10/01/2014","09/30/2015"
"NH","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.585","","10/01/2014","09/30/2015"
"NJ","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.721","","10/01/2014","09/30/2015"
"NM","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.107","","10/01/2014","09/30/2015"
"NV","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.053","","10/01/2014","09/30/2015"
"NY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.240","","10/01/2014","09/30/2015"
"OH","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.834","","10/01/2014","09/30/2015"
"OK","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.817","","10/01/2014","09/30/2015"
"OR","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.637","","10/01/2014","09/30/2015"
"PA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.927","","10/01/2014","09/30/2015"
"PR","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"RI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.775","","10/01/2014","09/30/2015"
"SC","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.849","","10/01/2014","09/30/2015"
"SD","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.111","","10/01/2014","09/30/2015"
"TN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.719","","10/01/2014","09/30/2015"
"TX","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.850","","10/01/2014","09/30/2015"
"UT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.871","","10/01/2014","09/30/2015"
"VA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.947","","10/01/2014","09/30/2015"
"VI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.175","","10/01/2014","09/30/2015"
"VT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.475","","10/01/2014","09/30/2015"
"WA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.008","","10/01/2014","09/30/2015"
"WI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.829","","10/01/2014","09/30/2015"
"WV","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.122","","10/01/2014","09/30/2015"
"WY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.324","","10/01/2014","09/30/2015"
"AK","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.389","","10/01/2014","09/30/2015"
"AL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.640","","10/01/2014","09/30/2015"
"AR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.569","","10/01/2014","09/30/2015"
"AS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"AZ","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.690","","10/01/2014","09/30/2015"
"CA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.891","","10/01/2014","09/30/2015"
"CO","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.967","","10/01/2014","09/30/2015"
"CT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.021","","10/01/2014","09/30/2015"
"DC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.396","","10/01/2014","09/30/2015"
"DE","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.294","","10/01/2014","09/30/2015"
"FL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.761","","10/01/2014","09/30/2015"
"GA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.993","","10/01/2014","09/30/2015"
"GU","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"HI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.868","","10/01/2014","09/30/2015"
"IA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.784","","10/01/2014","09/30/2015"
"ID","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.940","","10/01/2014","09/30/2015"
"IL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.862","","10/01/2014","09/30/2015"
"IN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.835","","10/01/2014","09/30/2015"
"KS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.917","","10/01/2014","09/30/2015"
"KY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.949","","10/01/2014","09/30/2015"
"LA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.098","","10/01/2014","09/30/2015"
"MA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.962","","10/01/2014","09/30/2015"
"MD","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2014","09/30/2015"
"ME","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.240","","10/01/2014","09/30/2015"
"MI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.062","","10/01/2014","09/30/2015"
"MN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.266","","10/01/2014","09/30/2015"
"MO","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.555","","10/01/2014","09/30/2015"
"MP","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"MS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.011","","10/01/2014","09/30/2015"
"MT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.682","","10/01/2014","09/30/2015"
"NC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.683","","10/01/2014","09/30/2015"
"ND","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.713","","10/01/2014","09/30/2015"
"NE","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.985","","10/01/2014","09/30/2015"
"NH","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.642","","10/01/2014","09/30/2015"
"NJ","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.020","","10/01/2014","09/30/2015"
"NM","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.973","","10/01/2014","09/30/2015"
"NV","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.798","","10/01/2014","09/30/2015"
"NY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.017","","10/01/2014","09/30/2015"
"OH","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.828","","10/01/2014","09/30/2015"
"OK","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.430","","10/01/2014","09/30/2015"
"OR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.588","","10/01/2014","09/30/2015"
"PA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.817","","10/01/2014","09/30/2015"
"PR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"RI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.692","","10/01/2014","09/30/2015"
"SC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.834","","10/01/2014","09/30/2015"
"SD","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.048","","10/01/2014","09/30/2015"
"TN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.712","","10/01/2014","09/30/2015"
"TX","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.769","","10/01/2014","09/30/2015"
"UT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.138","","10/01/2014","09/30/2015"
"VA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.219","","10/01/2014","09/30/2015"
"VI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"VT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.557","","10/01/2014","09/30/2015"
"WA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.675","","10/01/2014","09/30/2015"
"WI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.973","","10/01/2014","09/30/2015"
"WV","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.098","","10/01/2014","09/30/2015"
"WY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.133","","10/01/2014","09/30/2015"
"AK","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.287","","10/01/2014","09/30/2015"
"AL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.844","","10/01/2014","09/30/2015"
"AR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.855","","10/01/2014","09/30/2015"
"AS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"AZ","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.918","","10/01/2014","09/30/2015"
"CA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.017","","10/01/2014","09/30/2015"
"CO","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.314","","10/01/2014","09/30/2015"
"CT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.411","","10/01/2014","09/30/2015"
"DC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.488","","10/01/2014","09/30/2015"
"DE","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.156","","10/01/2014","09/30/2015"
"FL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.896","","10/01/2014","09/30/2015"
"GA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.183","","10/01/2014","09/30/2015"
"GU","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"HI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.093","","10/01/2014","09/30/2015"
"IA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.189","","10/01/2014","09/30/2015"
"ID","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.860","","10/01/2014","09/30/2015"
"IL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.056","","10/01/2014","09/30/2015"
"IN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.091","","10/01/2014","09/30/2015"
"KS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.307","","10/01/2014","09/30/2015"
"KY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.218","","10/01/2014","09/30/2015"
"LA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.419","","10/01/2014","09/30/2015"
"MA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.289","","10/01/2014","09/30/2015"
"MD","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2014","09/30/2015"
"ME","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.354","","10/01/2014","09/30/2015"
"MI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.286","","10/01/2014","09/30/2015"
"MN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.684","","10/01/2014","09/30/2015"
"MO","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.754","","10/01/2014","09/30/2015"
"MP","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"MS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.363","","10/01/2014","09/30/2015"
"MT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.803","","10/01/2014","09/30/2015"
"NC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.856","","10/01/2014","09/30/2015"
"ND","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.581","","10/01/2014","09/30/2015"
