"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"GA","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","95","","10/01/2014","09/30/2015"
"GU","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","40","","10/01/2014","09/30/2015"
"HI","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","95","","10/01/2014","09/30/2015"
"IA","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","91","","10/01/2014","09/30/2015"
"ID","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","93","","10/01/2014","09/30/2015"
"IL","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","94","","10/01/2014","09/30/2015"
"IN","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","94","","10/01/2014","09/30/2015"
"KS","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","91","","10/01/2014","09/30/2015"
"KY","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","94","","10/01/2014","09/30/2015"
"LA","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","95","","10/01/2014","09/30/2015"
"MA","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","92","","10/01/2014","09/30/2015"
"MD","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2014","09/30/2015"
"ME","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","95","","10/01/2014","09/30/2015"
"MI","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","95","","10/01/2014","09/30/2015"
"MN","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","93","","10/01/2014","09/30/2015"
"MO","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","95","","10/01/2014","09/30/2015"
"MP","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","Not Available","5 - Results are not available for this reporting period.","10/01/2014","09/30/2015"
"MS","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","94","","10/01/2014","09/30/2015"
"MT","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","95","","10/01/2014","09/30/2015"
"NC","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","96","","10/01/2014","09/30/2015"
"ND","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","92","","10/01/2014","09/30/2015"
"NE","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","93","","10/01/2014","09/30/2015"
"NH","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","90","","10/01/2014","09/30/2015"
"NJ","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","96","","10/01/2014","09/30/2015"
"NM","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","87","","10/01/2014","09/30/2015"
"NV","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","93","","10/01/2014","09/30/2015"
"NY","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","94","","10/01/2014","09/30/2015"
"OH","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","96","","10/01/2014","09/30/2015"
"OK","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","92","","10/01/2014","09/30/2015"
"OR","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","93","","10/01/2014","09/30/2015"
"PA","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","95","","10/01/2014","09/30/2015"
"PR","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","70","","10/01/2014","09/30/2015"
"RI","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","92","","10/01/2014","09/30/2015"
"SC","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","95","","10/01/2014","09/30/2015"
"SD","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","94","","10/01/2014","09/30/2015"
"TN","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","93","","10/01/2014","09/30/2015"
"TX","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","96","","10/01/2014","09/30/2015"
"UT","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","95","","10/01/2014","09/30/2015"
"VA","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","96","","10/01/2014","09/30/2015"
"VI","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","100","","10/01/2014","09/30/2015"
"VT","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","98","","10/01/2014","09/30/2015"
"WA","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","93","","10/01/2014","09/30/2015"
"WI","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","96","","10/01/2014","09/30/2015"
"WV","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","93","","10/01/2014","09/30/2015"
"WY","Stroke Care","Ischemic or hemorrhagic stroke patients or caregivers who received written educational materials about stroke care and prevention during the hospital stay Higher percentages are better","STK_8","95","","10/01/2014","09/30/2015"
"AK","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","98","","10/01/2014","09/30/2015"
"AL","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","97","","10/01/2014","09/30/2015"
"AR","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","98","","10/01/2014","09/30/2015"
"AS","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","Not Available","5 - Results are not available for this reporting period.","10/01/2014","09/30/2015"
"AZ","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","98","","10/01/2014","09/30/2015"
"CA","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","99","","10/01/2014","09/30/2015"
"CO","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","100","","10/01/2014","09/30/2015"
"CT","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","99","","10/01/2014","09/30/2015"
"DC","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","97","","10/01/2014","09/30/2015"
"DE","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","98","","10/01/2014","09/30/2015"
"FL","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","99","","10/01/2014","09/30/2015"
"GA","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","99","","10/01/2014","09/30/2015"
"GU","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","94","","10/01/2014","09/30/2015"
"HI","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","100","","10/01/2014","09/30/2015"
"IA","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","99","","10/01/2014","09/30/2015"
"ID","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","100","","10/01/2014","09/30/2015"
"IL","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","99","","10/01/2014","09/30/2015"
"IN","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","98","","10/01/2014","09/30/2015"
"KS","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","98","","10/01/2014","09/30/2015"
"KY","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","98","","10/01/2014","09/30/2015"
"LA","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","98","","10/01/2014","09/30/2015"
"MA","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","98","","10/01/2014","09/30/2015"
"MD","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2014","09/30/2015"
"ME","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","99","","10/01/2014","09/30/2015"
"MI","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","98","","10/01/2014","09/30/2015"
"MN","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","99","","10/01/2014","09/30/2015"
"MO","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","99","","10/01/2014","09/30/2015"
"MP","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","Not Available","5 - Results are not available for this reporting period.","10/01/2014","09/30/2015"
"MS","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","98","","10/01/2014","09/30/2015"
"MT","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","98","","10/01/2014","09/30/2015"
"NC","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","99","","10/01/2014","09/30/2015"
"ND","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","99","","10/01/2014","09/30/2015"
"NE","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","99","","10/01/2014","09/30/2015"
"NH","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","96","","10/01/2014","09/30/2015"
"NJ","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","99","","10/01/2014","09/30/2015"
"NM","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","98","","10/01/2014","09/30/2015"
"NV","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","99","","10/01/2014","09/30/2015"
"NY","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","98","","10/01/2014","09/30/2015"
"OH","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","99","","10/01/2014","09/30/2015"
"OK","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","98","","10/01/2014","09/30/2015"
"OR","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","99","","10/01/2014","09/30/2015"
"PA","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","99","","10/01/2014","09/30/2015"
"PR","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","75","","10/01/2014","09/30/2015"
"RI","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","98","","10/01/2014","09/30/2015"
"SC","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","99","","10/01/2014","09/30/2015"
"SD","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","99","","10/01/2014","09/30/2015"
"TN","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","98","","10/01/2014","09/30/2015"
"TX","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","99","","10/01/2014","09/30/2015"
"UT","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","99","","10/01/2014","09/30/2015"
"VA","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","99","","10/01/2014","09/30/2015"
"VI","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","100","","10/01/2014","09/30/2015"
"VT","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","97","","10/01/2014","09/30/2015"
"WA","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","99","","10/01/2014","09/30/2015"
"WI","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","99","","10/01/2014","09/30/2015"
"WV","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","99","","10/01/2014","09/30/2015"
"WY","Stroke Care","Ischemic or hemorrhagic stroke patients who were evaluated for rehabilitation services Higher percentages are better","STK_10","98","","10/01/2014","09/30/2015"
"AK","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","90","","10/01/2014","09/30/2015"
"AL","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","91","","10/01/2014","09/30/2015"
"AR","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","95","","10/01/2014","09/30/2015"
"AS","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","Not Available","5 - Results are not available for this reporting period.","10/01/2014","09/30/2015"
"AZ","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","92","","10/01/2014","09/30/2015"
"CA","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","94","","10/01/2014","09/30/2015"
"CO","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","96","","10/01/2014","09/30/2015"
"CT","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","95","","10/01/2014","09/30/2015"
"DC","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","89","","10/01/2014","09/30/2015"
"DE","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","96","","10/01/2014","09/30/2015"
"FL","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","97","","10/01/2014","09/30/2015"
"GA","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","93","","10/01/2014","09/30/2015"
"GU","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","Not Available","5 - Results are not available for this reporting period.","10/01/2014","09/30/2015"
"HI","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","96","","10/01/2014","09/30/2015"
"IA","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","92","","10/01/2014","09/30/2015"
"ID","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","96","","10/01/2014","09/30/2015"
"IL","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","95","","10/01/2014","09/30/2015"
"IN","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","94","","10/01/2014","09/30/2015"
"KS","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","90","","10/01/2014","09/30/2015"
"KY","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","92","","10/01/2014","09/30/2015"
"LA","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","89","","10/01/2014","09/30/2015"
"MA","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","95","","10/01/2014","09/30/2015"
"MD","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2014","09/30/2015"
"ME","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","98","","10/01/2014","09/30/2015"
"MI","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","94","","10/01/2014","09/30/2015"
"MN","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","94","","10/01/2014","09/30/2015"
"MO","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","94","","10/01/2014","09/30/2015"
"MP","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","Not Available","5 - Results are not available for this reporting period.","10/01/2014","09/30/2015"
"MS","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","85","","10/01/2014","09/30/2015"
"MT","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","91","","10/01/2014","09/30/2015"
"NC","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","96","","10/01/2014","09/30/2015"
"ND","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","87","","10/01/2014","09/30/2015"
"NE","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","95","","10/01/2014","09/30/2015"
"NH","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","96","","10/01/2014","09/30/2015"
"NJ","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","95","","10/01/2014","09/30/2015"
"NM","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","93","","10/01/2014","09/30/2015"
"NV","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","96","","10/01/2014","09/30/2015"
"NY","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","94","","10/01/2014","09/30/2015"
"OH","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","95","","10/01/2014","09/30/2015"
"OK","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","89","","10/01/2014","09/30/2015"
"OR","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","93","","10/01/2014","09/30/2015"
"PA","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","95","","10/01/2014","09/30/2015"
"PR","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","59","","10/01/2014","09/30/2015"
"RI","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","91","","10/01/2014","09/30/2015"
"SC","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","96","","10/01/2014","09/30/2015"
"SD","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","92","","10/01/2014","09/30/2015"
"TN","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","92","","10/01/2014","09/30/2015"
"TX","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","93","","10/01/2014","09/30/2015"
"UT","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","96","","10/01/2014","09/30/2015"
"VA","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","97","","10/01/2014","09/30/2015"
"VI","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","78","","10/01/2014","09/30/2015"
"VT","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","92","","10/01/2014","09/30/2015"
"WA","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","92","","10/01/2014","09/30/2015"
"WI","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","94","","10/01/2014","09/30/2015"
"WV","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","92","","10/01/2014","09/30/2015"
"WY","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after hospital admission or surgery Higher percentages are better","VTE_1","93","","10/01/2014","09/30/2015"
"AK","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","96","","10/01/2014","09/30/2015"
"AL","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","95","","10/01/2014","09/30/2015"
"AR","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","97","","10/01/2014","09/30/2015"
"AS","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","Not Available","5 - Results are not available for this reporting period.","10/01/2014","09/30/2015"
"AZ","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","95","","10/01/2014","09/30/2015"
"CA","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","97","","10/01/2014","09/30/2015"
"CO","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","98","","10/01/2014","09/30/2015"
"CT","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","97","","10/01/2014","09/30/2015"
